PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Zach Collins,POR,10/20/2018,POR vs. SAS,W,15,11,4,5,80.0,2,3,66.7,1,2,50.0,1,4,5,0,1,0,2,4,11
Bojan Bogdanovic,IND,10/20/2018,IND vs. BKN,W,27,15,5,8,62.5,3,3,100.0,2,2,100.0,0,2,2,0,0,0,1,0,6
Will Barton,DEN,10/20/2018,DEN vs. PHX,W,19,14,6,9,66.7,2,4,50.0,0,0,-,0,5,5,4,1,0,1,3,22
Dzanan Musa,BKN,10/20/2018,BKN @ IND,L,7,2,1,3,33.3,0,2,0.0,0,2,0.0,1,1,2,1,1,0,0,0,1
Nikola Vucevic,ORL,10/20/2018,ORL @ PHI,L,38,27,10,15,66.7,4,4,100.0,3,3,100.0,4,9,13,12,2,0,2,2,12
Bobby Portis,CHI,10/20/2018,CHI vs. DET,L,29,6,2,12,16.7,0,4,0.0,2,4,50.0,2,12,14,5,1,0,2,3,9
Joel Embiid,PHI,10/20/2018,PHI vs. ORL,W,34,32,13,26,50.0,3,5,60.0,3,4,75.0,4,6,10,3,0,0,0,2,-8
Dwyane Wade,MIA,10/20/2018,MIA vs. CHA,L,25,21,9,15,60.0,2,6,33.3,1,2,50.0,1,2,3,3,0,2,3,5,4
Rudy Gay,SAS,10/20/2018,SAS @ POR,L,27,12,5,13,38.5,2,4,50.0,0,0,-,1,6,7,1,0,0,2,5,-18
Maurice Harkless,POR,10/20/2018,POR vs. SAS,W,20,5,2,5,40.0,1,3,33.3,0,0,-,1,7,8,1,1,0,1,1,7
Allen Crabbe,BKN,10/20/2018,BKN @ IND,L,25,10,2,6,33.3,2,5,40.0,4,5,80.0,0,3,3,0,0,0,3,2,-1
Nicolas Batum,CHA,10/20/2018,CHA @ MIA,W,42,8,2,10,20.0,2,7,28.6,2,2,100.0,1,3,4,4,1,0,1,3,0
James Harden,HOU,10/20/2018,HOU @ LAL,W,38,36,10,19,52.6,5,10,50.0,11,15,73.3,1,6,7,5,2,1,6,2,-3
Jose Calderon,DET,10/20/2018,DET @ CHI,W,4,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,1
LeBron James,LAL,10/20/2018,LAL vs. HOU,L,39,24,9,22,40.9,1,7,14.3,5,7,71.4,0,5,5,5,2,1,1,0,-13
Iman Shumpert,SAC,10/19/2018,SAC @ NOP,L,21,9,3,4,75.0,3,4,75.0,0,0,-,0,2,2,0,0,0,0,1,-13
Jarrett Allen,BKN,10/19/2018,BKN vs. NYK,W,34,15,6,8,75.0,0,1,0.0,3,4,75.0,3,8,11,0,0,4,2,0,1
Matthew Dellavedova,MIL,10/19/2018,MIL vs. IND,W,4,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-7
Frank Mason,SAC,10/19/2018,SAC @ NOP,L,21,18,7,13,53.8,1,2,50.0,3,4,75.0,0,1,1,6,1,0,0,0,-12
Pascal Siakam,TOR,10/19/2018,TOR vs. BOS,W,18,4,2,6,33.3,0,2,0.0,0,0,-,0,5,5,2,0,0,2,1,0
Kevin Knox II,NYK,10/19/2018,NYK @ BKN,L,28,17,7,14,50.0,3,4,75.0,0,0,-,3,3,6,0,0,0,0,3,-4
Collin Sexton,CLE,10/19/2018,CLE @ MIN,L,23,14,6,9,66.7,0,0,-,2,2,100.0,0,2,2,1,0,0,0,1,-15
Harry Giles III,SAC,10/19/2018,SAC @ NOP,L,19,7,3,11,27.3,0,0,-,1,4,25.0,1,3,4,1,0,0,2,6,-16
Klay Thompson,GSW,10/19/2018,GSW @ UTA,W,36,12,4,9,44.4,0,2,0.0,4,4,100.0,1,3,4,1,0,1,2,2,-8
Terrance Ferguson,OKC,10/19/2018,OKC @ LAC,L,17,4,1,6,16.7,1,6,16.7,1,2,50.0,0,0,0,0,0,0,0,3,-11
Elfrid Payton,NOP,10/19/2018,NOP vs. SAC,W,24,11,5,7,71.4,1,1,100.0,0,0,-,2,4,6,6,0,1,2,1,16
Bojan Bogdanovic,IND,10/19/2018,IND @ MIL,L,27,3,0,7,0.0,0,2,0.0,3,4,75.0,0,5,5,0,0,0,1,3,-11
Frank Jackson,NOP,10/19/2018,NOP vs. SAC,W,6,5,2,3,66.7,1,1,100.0,0,0,-,0,0,0,2,0,0,0,0,-3
Malik Monk,CHA,10/19/2018,CHA @ ORL,W,24,11,4,12,33.3,2,6,33.3,1,1,100.0,0,1,1,2,0,0,1,3,5
Jimmy Butler,MIN,10/19/2018,MIN vs. CLE,W,36,33,10,12,83.3,1,1,100.0,12,12,100.0,2,5,7,3,4,2,2,0,-3
Caris LeVert,BKN,10/19/2018,BKN vs. NYK,W,32,28,8,13,61.5,2,5,40.0,10,11,90.9,1,5,6,5,0,0,4,3,0
Mo Bamba,ORL,10/19/2018,ORL vs. CHA,L,19,0,0,4,0.0,0,2,0.0,0,0,-,0,5,5,2,0,1,1,0,-20
Wayne Selden,MEM,10/19/2018,MEM vs. ATL,W,8,4,1,1,100.0,0,0,-,2,2,100.0,1,0,1,0,0,0,2,1,-20
Treveon Graham,BKN,10/19/2018,BKN vs. NYK,W,10,0,0,1,0.0,0,0,-,0,0,-,1,1,2,0,0,0,1,1,1
Kyle Anderson,MEM,10/19/2018,MEM vs. ATL,W,20,3,1,3,33.3,0,1,0.0,1,2,50.0,0,4,4,4,4,1,3,2,10
Tony Snell,MIL,10/19/2018,MIL vs. IND,W,18,10,4,7,57.1,2,5,40.0,0,1,0.0,0,2,2,1,0,0,0,2,1
Sterling Brown,MIL,10/19/2018,MIL vs. IND,W,4,2,1,1,100.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-9
Avery Bradley,LAC,10/19/2018,LAC vs. OKC,W,29,3,1,8,12.5,1,5,20.0,0,0,-,1,1,2,2,1,0,1,3,0
Mario Hezonja,NYK,10/19/2018,NYK @ BKN,L,13,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,-11
Alfonzo McKinnie,GSW,10/19/2018,GSW @ UTA,W,12,3,1,2,50.0,1,1,100.0,0,0,-,0,2,2,0,1,0,1,2,-4
Ian Clark,NOP,10/19/2018,NOP vs. SAC,W,18,13,4,4,100.0,3,3,100.0,2,2,100.0,0,0,0,1,0,0,2,4,5
John Henson,MIL,10/19/2018,MIL vs. IND,W,22,10,3,7,42.9,2,3,66.7,2,4,50.0,3,6,9,0,0,3,0,2,-5
Edmond Sumner,IND,10/19/2018,IND @ MIL,L,4,0,0,0,-,0,0,-,0,2,0.0,0,0,0,1,0,0,0,1,7
Jarell Martin,ORL,10/19/2018,ORL vs. CHA,L,12,6,3,4,75.0,0,1,0.0,0,0,-,0,2,2,1,0,0,0,0,-4
Jonas Valanciunas,TOR,10/19/2018,TOR vs. BOS,W,14,4,1,3,33.3,0,0,-,2,2,100.0,1,4,5,0,0,0,2,4,-4
D'Angelo Russell,BKN,10/19/2018,BKN vs. NYK,W,34,15,5,12,41.7,2,4,50.0,3,3,100.0,1,4,5,6,1,1,4,2,1
Nicolas Batum,CHA,10/19/2018,CHA @ ORL,W,30,15,6,8,75.0,3,4,75.0,0,0,-,0,6,6,5,2,0,2,0,32
Myles Turner,IND,10/19/2018,IND @ MIL,L,27,11,5,12,41.7,0,4,0.0,1,1,100.0,2,2,4,0,0,1,2,2,-15
Danilo Gallinari,LAC,10/19/2018,LAC vs. OKC,W,27,26,10,16,62.5,4,5,80.0,2,3,66.7,1,4,5,1,0,0,0,1,2
Mike Conley,MEM,10/19/2018,MEM vs. ATL,W,25,16,6,13,46.2,2,5,40.0,2,3,66.7,0,4,4,11,0,0,0,4,26
Christian Wood,MIL,10/19/2018,MIL vs. IND,W,6,1,0,1,0.0,0,0,-,1,2,50.0,0,1,1,0,0,0,1,1,-1
Ricky Rubio,UTA,10/19/2018,UTA vs. GSW,L,33,13,5,12,41.7,3,7,42.9,0,0,-,0,3,3,10,0,0,3,3,1
Marcin Gortat,LAC,10/19/2018,LAC vs. OKC,W,20,4,2,5,40.0,0,0,-,0,1,0.0,3,9,12,1,0,0,0,3,7
Bismack Biyombo,CHA,10/19/2018,CHA @ ORL,W,5,2,1,1,100.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5
Jonathon Simmons,ORL,10/19/2018,ORL vs. CHA,L,23,7,3,9,33.3,1,3,33.3,0,0,-,1,2,3,1,0,0,1,4,-16
CJ Miles,TOR,10/19/2018,TOR vs. BOS,W,12,2,1,6,16.7,0,4,0.0,0,0,-,0,0,0,0,0,1,0,1,-8
Kevin Durant,GSW,10/19/2018,GSW @ UTA,W,40,38,14,25,56.0,1,1,100.0,9,9,100.0,0,9,9,7,1,1,2,3,-1
Donte DiVincenzo,MIL,10/19/2018,MIL vs. IND,W,20,8,2,5,40.0,1,4,25.0,3,4,75.0,0,2,2,0,1,0,4,4,15
Doug McDermott,IND,10/19/2018,IND @ MIL,L,20,14,5,8,62.5,4,6,66.7,0,0,-,0,0,0,1,1,0,0,2,7
Ersan Ilyasova,MIL,10/19/2018,MIL vs. IND,W,24,3,1,3,33.3,1,1,100.0,0,0,-,0,3,3,0,1,1,1,3,13
Rodions Kurucs,BKN,10/19/2018,BKN vs. NYK,W,17,11,3,8,37.5,1,3,33.3,4,4,100.0,2,3,5,0,0,0,2,0,0
JR Smith,CLE,10/19/2018,CLE @ MIN,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,0,-8
Kemba Walker,CHA,10/19/2018,CHA @ ORL,W,27,26,8,16,50.0,5,10,50.0,5,5,100.0,0,2,2,5,1,0,3,0,34
Justin Jackson,SAC,10/19/2018,SAC @ NOP,L,21,2,1,6,16.7,0,2,0.0,0,0,-,1,3,4,1,1,0,1,1,-3
Draymond Green,GSW,10/19/2018,GSW @ UTA,W,33,14,6,12,50.0,1,3,33.3,1,2,50.0,2,7,9,6,1,2,5,5,3
Aaron Holiday,IND,10/19/2018,IND @ MIL,L,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,0,7
Aaron Gordon,ORL,10/19/2018,ORL vs. CHA,L,25,5,2,9,22.2,0,4,0.0,1,1,100.0,3,7,10,2,2,2,3,2,-5
Cody Zeller,CHA,10/19/2018,CHA @ ORL,W,23,8,3,8,37.5,0,0,-,2,2,100.0,3,5,8,2,1,0,0,2,17
Ben McLemore,SAC,10/19/2018,SAC @ NOP,L,6,3,1,3,33.3,1,2,50.0,0,0,-,0,0,0,0,0,0,0,0,3
Omri Casspi,MEM,10/19/2018,MEM vs. ATL,W,24,11,4,8,50.0,0,2,0.0,3,6,50.0,1,3,4,2,0,0,0,2,1
Derrick Favors,UTA,10/19/2018,UTA vs. GSW,L,21,5,2,5,40.0,0,1,0.0,1,2,50.0,4,1,5,0,2,0,4,3,-8
Aron Baynes,BOS,10/19/2018,BOS @ TOR,L,15,5,2,8,25.0,0,2,0.0,1,2,50.0,4,2,6,0,0,1,1,1,-2
Alex Abrines,OKC,10/19/2018,OKC @ LAC,L,32,10,4,10,40.0,2,7,28.6,0,0,-,1,1,2,1,1,0,2,0,-9
Domantas Sabonis,IND,10/19/2018,IND @ MIL,L,22,12,4,6,66.7,0,0,-,4,4,100.0,6,7,13,2,1,0,3,3,-16
Spencer Dinwiddie,BKN,10/19/2018,BKN vs. NYK,W,31,10,4,12,33.3,2,6,33.3,0,0,-,1,2,3,6,0,0,4,4,2
Jerami Grant,OKC,10/19/2018,OKC @ LAC,L,28,4,1,4,25.0,0,1,0.0,2,4,50.0,0,8,8,2,0,2,3,5,-5
Steven Adams,OKC,10/19/2018,OKC @ LAC,L,33,17,8,11,72.7,0,0,-,1,2,50.0,6,12,18,0,1,0,0,3,-16
George Hill,CLE,10/19/2018,CLE @ MIN,L,25,7,3,7,42.9,0,2,0.0,1,2,50.0,1,0,1,2,0,0,1,3,7
Jeremy Lin,ATL,10/19/2018,ATL @ MEM,L,17,9,3,5,60.0,0,0,-,3,4,75.0,0,2,2,2,0,0,1,3,-5
Tristan Thompson,CLE,10/19/2018,CLE @ MIN,L,36,14,7,9,77.8,0,0,-,0,0,-,4,6,10,2,0,1,1,4,3
E'Twaun Moore,NOP,10/19/2018,NOP vs. SAC,W,24,10,5,11,45.5,0,3,0.0,0,0,-,0,0,0,2,1,1,0,3,18
Anthony Davis,NOP,10/19/2018,NOP vs. SAC,W,27,25,8,12,66.7,1,1,100.0,8,12,66.7,4,6,10,6,2,2,4,1,21
JaMychal Green,MEM,10/19/2018,MEM vs. ATL,W,14,6,2,8,25.0,0,0,-,2,2,100.0,2,3,5,2,2,0,3,2,12
Jahlil Okafor,NOP,10/19/2018,NOP vs. SAC,W,8,4,1,2,50.0,0,0,-,2,2,100.0,1,2,3,1,0,0,1,2,-6
Montrezl Harrell,LAC,10/19/2018,LAC vs. OKC,W,13,3,0,1,0.0,0,0,-,3,4,75.0,0,4,4,1,0,2,4,5,-12
Darren Collison,IND,10/19/2018,IND @ MIL,L,27,10,4,6,66.7,0,0,-,2,2,100.0,0,2,2,3,1,0,3,0,-15
Gorgui Dieng,MIN,10/19/2018,MIN vs. CLE,W,13,11,5,6,83.3,1,2,50.0,0,0,-,0,4,4,1,0,1,2,5,6
Brook Lopez,MIL,10/19/2018,MIL vs. IND,W,22,8,3,10,30.0,2,8,25.0,0,0,-,1,2,3,2,0,1,0,4,18
Isaiah Briscoe,ORL,10/19/2018,ORL vs. CHA,L,10,10,4,5,80.0,1,1,100.0,1,3,33.3,0,1,1,3,0,0,0,1,1
Kyle Korver,CLE,10/19/2018,CLE @ MIN,L,5,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-8
Damian Jones,GSW,10/19/2018,GSW @ UTA,W,18,4,2,3,66.7,0,0,-,0,0,-,1,3,4,1,2,2,0,4,5
Tyus Jones,MIN,10/19/2018,MIN vs. CLE,W,17,8,3,6,50.0,2,4,50.0,0,0,-,0,0,0,3,0,0,0,0,10
Kyle O'Quinn,IND,10/19/2018,IND @ MIL,L,4,4,1,2,50.0,0,0,-,2,2,100.0,0,1,1,1,0,0,0,0,7
Dillon Brooks,MEM,10/19/2018,MEM vs. ATL,W,17,4,1,7,14.3,0,1,0.0,2,4,50.0,1,0,1,1,0,0,1,3,-16
Deonte Burton,OKC,10/19/2018,OKC @ LAC,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Terrence Ross,ORL,10/19/2018,ORL vs. CHA,L,19,14,4,10,40.0,1,3,33.3,5,5,100.0,0,1,1,0,1,0,1,0,-13
Yogi Ferrell,SAC,10/19/2018,SAC @ NOP,L,21,7,2,3,66.7,1,2,50.0,2,2,100.0,0,2,2,2,1,0,1,0,-9
Joe Harris,BKN,10/19/2018,BKN vs. NYK,W,23,11,4,6,66.7,3,4,75.0,0,0,-,0,4,4,1,0,0,4,5,2
Al Horford,BOS,10/19/2018,BOS @ TOR,L,33,14,5,12,41.7,3,7,42.9,1,1,100.0,5,5,10,9,1,1,3,3,-10
Serge Ibaka,TOR,10/19/2018,TOR vs. BOS,W,34,21,10,14,71.4,1,2,50.0,0,1,0.0,4,2,6,2,0,1,1,2,16
Rudy Gobert,UTA,10/19/2018,UTA vs. GSW,L,35,16,4,6,66.7,0,0,-,8,11,72.7,2,9,11,2,3,1,4,2,5
Raymond Felton,OKC,10/19/2018,OKC @ LAC,L,18,12,5,12,41.7,0,3,0.0,2,2,100.0,1,3,4,3,0,1,1,2,2
Jeff Teague,MIN,10/19/2018,MIN vs. CLE,W,31,9,3,9,33.3,0,2,0.0,3,3,100.0,0,3,3,7,0,0,1,2,0
Chandler Parsons,MEM,10/19/2018,MEM vs. ATL,W,17,11,4,6,66.7,3,4,75.0,0,0,-,1,1,2,2,0,0,1,3,13
Jordan Clarkson,CLE,10/19/2018,CLE @ MIN,L,24,19,8,14,57.1,0,2,0.0,3,3,100.0,1,3,4,1,1,1,3,1,-8
Dante Exum,UTA,10/19/2018,UTA vs. GSW,L,18,13,4,5,80.0,1,1,100.0,4,4,100.0,0,2,2,0,0,0,1,1,-4
Giannis Antetokounmpo,MIL,10/19/2018,MIL vs. IND,W,32,26,12,23,52.2,0,6,0.0,2,3,66.7,3,12,15,5,2,1,6,4,14
Allen Crabbe,BKN,10/19/2018,BKN vs. NYK,W,18,5,2,7,28.6,1,5,20.0,0,0,-,0,4,4,0,0,1,1,4,1
Gordon Hayward,BOS,10/19/2018,BOS @ TOR,L,24,14,6,13,46.2,1,3,33.3,1,1,100.0,2,5,7,2,1,0,1,0,-11
Willie Cauley-Stein,SAC,10/19/2018,SAC @ NOP,L,26,20,9,14,64.3,0,0,-,2,3,66.7,2,5,7,1,0,0,1,4,-4
Lance Thomas,NYK,10/19/2018,NYK @ BKN,L,21,0,0,4,0.0,0,1,0.0,0,0,-,1,1,2,2,1,0,0,2,-3
Buddy Hield,SAC,10/19/2018,SAC @ NOP,L,27,17,7,11,63.6,3,4,75.0,0,0,-,1,1,2,3,0,1,2,2,-18
Miles Bridges,CHA,10/19/2018,CHA @ ORL,W,14,15,6,8,75.0,3,3,100.0,0,0,-,2,6,8,2,0,1,1,1,3
Shaun Livingston,GSW,10/19/2018,GSW @ UTA,W,18,8,3,4,75.0,0,0,-,2,2,100.0,1,2,3,2,1,0,1,0,15
Noah Vonleh,NYK,10/19/2018,NYK @ BKN,L,11,2,0,2,0.0,0,0,-,2,2,100.0,1,5,6,0,0,1,0,3,1
Pat Connaughton,MIL,10/19/2018,MIL vs. IND,W,4,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-9
Ed Davis,BKN,10/19/2018,BKN vs. NYK,W,14,5,2,3,66.7,0,0,-,1,2,50.0,2,8,10,1,0,0,0,2,-1
Cory Joseph,IND,10/19/2018,IND @ MIL,L,18,3,1,4,25.0,0,1,0.0,1,2,50.0,0,1,1,0,1,0,1,2,-10
Kent Bazemore,ATL,10/19/2018,ATL @ MEM,L,22,3,1,3,33.3,0,0,-,1,4,25.0,1,7,8,1,2,1,2,5,-9
Anthony Tolliver,MIN,10/19/2018,MIN vs. CLE,W,20,11,3,7,42.9,3,7,42.9,2,3,66.7,0,2,2,0,2,0,1,2,15
Tim Hardaway Jr.,NYK,10/19/2018,NYK @ BKN,L,36,29,10,25,40.0,3,8,37.5,6,7,85.7,0,2,2,0,3,0,2,1,2
Allonzo Trier,NYK,10/19/2018,NYK @ BKN,L,16,8,2,8,25.0,0,1,0.0,4,4,100.0,1,2,3,0,1,0,1,0,-1
Paul George,OKC,10/19/2018,OKC @ LAC,L,38,20,7,27,25.9,3,11,27.3,3,3,100.0,1,7,8,4,2,0,3,6,-13
Willy Hernangomez,CHA,10/19/2018,CHA @ ORL,W,17,6,2,5,40.0,1,1,100.0,1,2,50.0,3,2,5,2,1,0,2,4,15
Jae Crowder,UTA,10/19/2018,UTA vs. GSW,L,29,17,4,9,44.4,2,6,33.3,7,7,100.0,1,6,7,4,2,0,0,1,10
Alize Johnson,IND,10/19/2018,IND @ MIL,L,4,2,1,2,50.0,0,0,-,0,0,-,0,3,3,0,0,0,0,1,7
Patrick Patterson,OKC,10/19/2018,OKC @ LAC,L,19,5,2,4,50.0,1,2,50.0,0,0,-,1,1,2,0,0,1,0,1,-9
Jaylen Brown,BOS,10/19/2018,BOS @ TOR,L,24,13,5,10,50.0,3,6,50.0,0,2,0.0,1,3,4,0,0,0,1,4,0
Ante Zizic,CLE,10/19/2018,CLE @ MIN,L,11,7,2,3,66.7,0,0,-,3,4,75.0,1,0,1,2,1,0,0,1,-7
Joe Ingles,UTA,10/19/2018,UTA vs. GSW,L,36,27,10,15,66.7,7,11,63.6,0,0,-,0,4,4,4,2,1,1,3,6
Alec Burks,UTA,10/19/2018,UTA vs. GSW,L,12,5,1,7,14.3,0,3,0.0,3,3,100.0,0,0,0,0,0,0,0,0,-2
Jared Dudley,BKN,10/19/2018,BKN vs. NYK,W,27,7,3,5,60.0,1,2,50.0,0,0,-,1,4,5,3,1,0,0,2,3
Tony Parker,CHA,10/19/2018,CHA @ ORL,W,16,0,0,5,0.0,0,1,0.0,0,0,-,0,3,3,6,0,0,2,2,3
Khem Birch,ORL,10/19/2018,ORL vs. CHA,L,10,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,1
Terry Rozier,BOS,10/19/2018,BOS @ TOR,L,23,8,2,7,28.6,2,3,66.7,2,2,100.0,2,3,5,3,1,0,0,4,-4
Vince Carter,ATL,10/19/2018,ATL @ MEM,L,20,10,2,7,28.6,2,5,40.0,4,4,100.0,0,2,2,1,0,1,0,2,-18
Derrick Rose,MIN,10/19/2018,MIN vs. CLE,W,23,12,3,6,50.0,0,1,0.0,6,6,100.0,1,3,4,8,0,0,0,2,20
Jayson Tatum,BOS,10/19/2018,BOS @ TOR,L,37,16,6,16,37.5,2,6,33.3,2,2,100.0,0,9,9,2,1,1,5,5,-14
Hamidou Diallo,OKC,10/19/2018,OKC @ LAC,L,9,3,0,1,0.0,0,0,-,3,4,75.0,2,1,3,0,0,0,0,3,1
Nerlens Noel,OKC,10/19/2018,OKC @ LAC,L,15,9,4,5,80.0,0,0,-,1,2,50.0,3,2,5,0,1,0,0,2,0
Kyrie Irving,BOS,10/19/2018,BOS @ TOR,L,36,21,10,20,50.0,1,3,33.3,0,0,-,2,2,4,6,0,1,1,3,-16
Victor Oladipo,IND,10/19/2018,IND @ MIL,L,32,25,10,23,43.5,1,2,50.0,4,6,66.7,0,5,5,1,0,1,2,4,-24
Taurean Prince,ATL,10/19/2018,ATL @ MEM,L,23,28,10,15,66.7,4,9,44.4,4,4,100.0,0,4,4,3,3,0,4,4,-8
Ron Baker,NYK,10/19/2018,NYK @ BKN,L,18,1,0,3,0.0,0,3,0.0,1,2,50.0,0,0,0,1,0,0,0,5,-6
Donovan Mitchell,UTA,10/19/2018,UTA vs. GSW,L,35,19,7,23,30.4,4,12,33.3,1,2,50.0,1,1,2,3,2,0,0,2,5
Cheick Diallo,NOP,10/19/2018,NOP vs. SAC,W,4,4,2,2,100.0,0,0,-,0,0,-,0,2,2,0,0,0,1,0,-4
Jaren Jackson Jr.,MEM,10/19/2018,MEM vs. ATL,W,28,24,8,12,66.7,2,4,50.0,6,9,66.7,1,6,7,2,1,2,2,5,-8
Kawhi Leonard,TOR,10/19/2018,TOR vs. BOS,W,36,31,10,25,40.0,2,5,40.0,9,9,100.0,2,8,10,3,1,0,3,1,17
Julius Randle,NOP,10/19/2018,NOP vs. SAC,W,24,13,6,12,50.0,1,2,50.0,0,4,0.0,0,14,14,0,0,0,1,4,14
Tyreke Evans,IND,10/19/2018,IND @ MIL,L,23,10,4,10,40.0,1,2,50.0,1,2,50.0,1,4,5,4,2,1,3,3,-11
Miles Plumlee,ATL,10/19/2018,ATL @ MEM,L,19,12,5,6,83.3,0,0,-,2,6,33.3,4,2,6,2,1,0,2,1,-10
Shai Gilgeous-Alexander,LAC,10/19/2018,LAC vs. OKC,W,23,2,0,2,0.0,0,1,0.0,2,2,100.0,0,3,3,4,0,0,2,2,12
Evan Fournier,ORL,10/19/2018,ORL vs. CHA,L,25,12,5,15,33.3,2,9,22.2,0,0,-,1,1,2,1,0,0,1,1,-33
Kevin Huerter,ATL,10/19/2018,ATL @ MEM,L,13,3,1,3,33.3,0,2,0.0,1,1,100.0,0,2,2,2,0,0,0,1,5
Andrew Wiggins,MIN,10/19/2018,MIN vs. CLE,W,37,22,8,21,38.1,1,5,20.0,5,5,100.0,2,1,3,2,3,0,1,2,-1
Kyle Lowry,TOR,10/19/2018,TOR vs. BOS,W,34,15,5,8,62.5,3,5,60.0,2,4,50.0,0,6,6,6,0,0,0,3,18
Luc Mbah a Moute,LAC,10/19/2018,LAC vs. OKC,W,19,7,3,3,100.0,1,1,100.0,0,0,-,0,1,1,0,0,0,1,2,15
Georges Niang,UTA,10/19/2018,UTA vs. GSW,L,9,8,3,7,42.9,2,5,40.0,0,0,-,1,2,3,1,0,1,0,0,-5
Jonathan Isaac,ORL,10/19/2018,ORL vs. CHA,L,14,2,1,3,33.3,0,1,0.0,0,0,-,1,4,5,0,1,0,2,4,-11
Royce O'Neale,UTA,10/19/2018,UTA vs. GSW,L,11,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,2,3,-9
Sam Dekker,CLE,10/19/2018,CLE @ MIN,L,9,5,1,3,33.3,1,2,50.0,2,2,100.0,1,0,1,1,1,0,1,3,-13
Dwayne Bacon,CHA,10/19/2018,CHA @ ORL,W,8,7,2,5,40.0,1,2,50.0,2,2,100.0,0,0,0,1,0,0,0,2,0
Marvin Bagley III,SAC,10/19/2018,SAC @ NOP,L,33,19,7,10,70.0,0,3,0.0,5,6,83.3,2,6,8,3,3,1,1,5,-21
Khris Middleton,MIL,10/19/2018,MIL vs. IND,W,31,23,7,15,46.7,5,9,55.6,4,6,66.7,1,3,4,4,1,0,3,2,24
Darius Miller,NOP,10/19/2018,NOP vs. SAC,W,23,10,3,7,42.9,3,7,42.9,1,1,100.0,0,1,1,2,0,0,1,3,9
Enes Kanter,NYK,10/19/2018,NYK @ BKN,L,35,29,12,18,66.7,0,1,0.0,5,5,100.0,3,7,10,2,1,0,0,2,2
Jerian Grant,ORL,10/19/2018,ORL vs. CHA,L,25,7,3,7,42.9,1,3,33.3,0,0,-,0,1,1,2,3,0,2,3,-9
De'Aaron Fox,SAC,10/19/2018,SAC @ NOP,L,27,18,6,12,50.0,0,1,0.0,6,7,85.7,1,6,7,6,0,0,4,0,-8
Kevon Looney,GSW,10/19/2018,GSW @ UTA,W,19,4,2,3,66.7,0,0,-,0,0,-,0,2,2,1,1,0,0,1,-4
Patrick Beverley,LAC,10/19/2018,LAC vs. OKC,W,25,7,1,5,20.0,1,3,33.3,4,4,100.0,1,3,4,5,0,0,1,2,4
Quinn Cook,GSW,10/19/2018,GSW @ UTA,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,2,0
Shelvin Mack,MEM,10/19/2018,MEM vs. ATL,W,25,9,3,5,60.0,0,0,-,3,4,75.0,0,2,2,1,1,0,1,5,-16
Fred VanVleet,TOR,10/19/2018,TOR vs. BOS,W,28,11,4,11,36.4,2,7,28.6,1,3,33.3,2,4,6,7,0,0,2,1,2
Thaddeus Young,IND,10/19/2018,IND @ MIL,L,27,7,3,5,60.0,0,0,-,1,2,50.0,0,1,1,0,1,0,2,4,-18
Nemanja Bjelica,SAC,10/19/2018,SAC @ NOP,L,11,4,2,5,40.0,0,2,0.0,0,0,-,0,1,1,1,0,0,0,3,-1
Trae Young,ATL,10/19/2018,ATL @ MEM,L,33,20,7,18,38.9,4,9,44.4,2,3,66.7,1,1,2,9,1,1,3,2,-11
Marcus Smart,BOS,10/19/2018,BOS @ TOR,L,22,2,1,6,16.7,0,2,0.0,0,0,-,0,2,2,6,0,1,0,3,-2
Danny Green,TOR,10/19/2018,TOR vs. BOS,W,32,14,5,8,62.5,4,7,57.1,0,0,-,1,4,5,3,1,1,1,1,25
Jeremy Lamb,CHA,10/19/2018,CHA @ ORL,W,25,8,2,7,28.6,0,2,0.0,4,4,100.0,1,6,7,1,1,1,0,0,19
DeAndre' Bembry,ATL,10/19/2018,ATL @ MEM,L,32,12,4,11,36.4,1,2,50.0,3,6,50.0,0,3,3,1,1,1,5,4,-8
Rodney Hood,CLE,10/19/2018,CLE @ MIN,L,29,10,3,10,30.0,0,2,0.0,4,4,100.0,0,1,1,2,1,0,1,3,-2
Solomon Hill,NOP,10/19/2018,NOP vs. SAC,W,20,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,2,0,0,1,3,7
